,programTitle,infoCat,region,url,description,organization,contact,page
1518,['Land Use Program'],[],[],['https://www.gov.nl.ca/ffa/faa/agrifoods/land/land-use/'],['\nThis program was designed in recognition that the limited amount of arable land in the province must be carefully developed and protected to ensure its availability for agricultural use over the long term.\xa0\n'],"['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n1-709-637-2586\n1-709-637-2081\n'],17
1519,['Land Utilization Program'],[],[],['https://yukon.ca/en/land-utilization-program'],"['\nThe Land Utilization Program helps farmers revitalize titled farmland that was once cleared for agricultural use, but is now covered in forest regrowth. This includes cleaning up abandoned fences, machinery and other hazards to the environment or wildlife.\n']","['\nGovernment of Yukon, Agriculture Branch\n']",['\n1-867-667-5838\n\nagriculture@gov.yk.ca\n\n'],17
1520,['Land matters final report and recommendations available'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/news/land-matters-final-report-and-recommendations-available'],"['\nThe Land Matters Advisory Committee has completed its final report with recommendations on how land use, ownership, and planning can be improved in PEI.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-368-4880\n1-866-734-3276\n\nDeptAgLand@gov.pe.ca\n\n'],17
1521,['LandonLine Geographic Information'],[],[],['https://www.princeedwardisland.ca/en/information/fisheries-and-communities/landonline-geographic-information'],['\nThe Prince Edward Island Department of Agriculture and Forestry has collected geographic information to aid in managing land and water resources. This data is being made available free of charge to all individuals who own land through this mapping tool.\n'],['\nPrince Edward Island Department of Fisheries and Communities\n'],['\n\nsljamieson@gov.pe.ca\n\n1-902-368-5634\n'],17
1522,['Landscape Alberta Nursery Trades Association'],[],[],['https://www.landscape-alberta.com/'],['\nRepresents stakeholders in the ornamental horticulture industry across Alberta.\n'],['\nLandscape Alberta Nursery Trades Association\n'],"['\nJoel Beatson\n18051 107 Avenue NW, Edmonton, AB, T5S 1K3\n\nadmin@landscape-alberta.com\n\n1-780-444-2152\n1-780-489-1991\n1-800-378-3198\n']",17
1523,['Landscape Newfoundland and Labrador Horticultural Association'],[],[],['http://www.landscapenl.ca/'],"['\nRepresents and promotes the interests of members, and provides services that promote healthy landscapes across NL.\n']",['\nLandscape Newfoundland and Labrador Horticultural Association\n'],"[""\nChristine Finn\nP.O. Box 8062, St. John's, NL, A1B 3M9\n1-709-700-2165\n\nlnl@landscapenl.com\n\n""]",17
1524,['Landscape Ontario Horticultural Trades Association'],[],[],['https://horttrades.com/'],['\nRepresents and promotes a favourable climate for the advancement of the horticulture industry in Ontario.\n'],['\nLandscape Ontario Horticultural Trades Association\n'],"['\n7856 Fifth Line South, Milton, ON, L9T 2X8\n1-905-875-1805\n1-800-265-5656\n']",17
1525,['Layers'],['Guides/Information'],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/animals/livestock/layers/'],['\nInformation on egg production in Newfoundland and Labrador.\n'],"['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agrifoods\n']",['\n1-709-637-2589\n1-709-637-2077\n'],17
1526,['Le Bioalimentaire économique'],['Guides/Information'],[],['https://www.mapaq.gouv.qc.ca/fr/md/Bulletins/Pages/Indicateureconomiquedubioalimentaire.aspx'],['\nReports on the economic situation in the Quebec bio-food sector.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-888-222-6272\n'],17
1527,['Lead Toxicity in Cattle'],['Guides/Information'],[],['https://www.alberta.ca/lead-toxicity.aspx'],['\nLead exposure requires immediate action to prevent animal products with toxic lead levels from entering the food chain.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],"['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n', '\nOffice of the Chief Provincial Veterinarian\n1-780-415-0810\n1-780-427-3448\n']",17
1528,['Leafcurling Midge'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/leafcurling-midge.html'],['\nInformation on leafcurling midge\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1529,['Leafcutting Bees'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/crops/crop-management/leafcutting-bees.html'],['\nProvides advice to encourage leafcutting bee management and business development.\n'],['\nManitoba Agriculture and Resource Development\n'],['\n\nagriculture@gov.mb.ca\n\n1-844-769-6224\n\nhttps://www.gov.mb.ca/agriculture/contact/index.html\n\n'],17
1530,['Leafminers Attacking Greenhouse Crops'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/14-037.htm'],['\nThis Factsheet will look at leafminers and greenhouse crops.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1531,['Leafrollers'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/leafrollers.html'],['\nInformation on leafrollers and apples.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1532,['LearnSphere - Training and Consulting Services'],[],[],['https://www.learnsphere.ca/'],"['\nLearnSphere designs, develops and implements comprehensive, evidence-based learning solutions. We help people and organizations across Canada improve their knowledge, skills and abilities in the workplace.\n']",['\nLearnSphere Canada\n'],['\n\ninfo@learnsphere.ca\n\n1-506-452-0387\n1-877-644-2267\n\nhttps://learnsphere.ca/contact/\n\n'],17
1533,['Learning From Nature: Wild Wheat Responds to Climate Change'],[],[' Across Canada '],['https://agriculture.canada.ca/en/news-agriculture-and-agri-food-canada/scientific-achievements-agriculture/learning-nature-wild-wheat-responds-climate-change'],"['\nWith wheat being one of Canada’s most important crops, producers and industries are looking for ways to minimize climate change, as hotter temperatures and more severe droughts are expected to strain crop production.\n']",['\nAgriculture and Agri-Food Canada\n'],"['\nMedia Relations\n1-866-345-7972\n\naafc.mediarelations-relationsmedias.aac@canada.ca\n\n', '\nGeneral Enquiries\n\naafc.info.aac@canada.ca\n\n1-613-773-2600\n1-855-773-0241\n']",17
1534,['Lease Agreements Flexible Cash Leases'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/14-015.htm'],['\nThis factsheet provides technical information on flexible cash leases.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1535,['Lease Agreements Land Leases'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/16-023.htm'],['\nThis factsheet provides technical information on lease agreements and land leases.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1536,"['Lease Agreements, Farm Buildings']",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/13-055.htm'],['\nThis factsheet provides technical information on lease agreements for farm buildings.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1537,"['Lease Agreements, Farm Equipment']",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/13-059.htm'],['\nThis factsheet provides technical information on lease agreements for farm equipment.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1538,['Lease Agreements: Crop Share Leases'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/busdev/facts/13-047.htm'],['\nThis factsheet provides technical information on crop share leases.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1539,['Lenticel Breakdown'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/diseases-and-disorders/lenticel-breakdown.html'],['\nInformation on Lenticel Breakdown in apples.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1540,['Lentils - Production and Management'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/crops/crop-management/lentils.html'],"['\nProvides advice on field selection, seeding, fertilizer, weeds and harvesting.\n']",['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Agriculture Office\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],17
1541,['Lethbridge Research and Development Centre'],[],[],['https://profils-profiles.science.gc.ca/en/research-centre/lethbridge-research-and-development-centre'],"['\nThe Centre conducts research in seven sector strategies - agro-ecosystem resilience; cereals; dairy, pork, poultry and other livestock; forages and beef; horticulture; oilseeds; and pulses.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.lethbridgerdc-crdlethbridge.aac@agr.gc.ca\n\n1-403-327-4561\n1-613-773-2600\n'],17
1542,['Licensed Deadstock Operators in Ontario'],['Guides/Information'],[],['https://www.ontario.ca/page/licensed-deadstock-operators-ontario'],['\nThis page has a listing of Licensed Deadstock Operators in Ontario\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1543,['Licensing of Livestock Operation'],[],[],['http://www2.gnb.ca/content/gnb/en/services/services_renderer.557.Licencing_of_Livestock_Operation.html'],"['\nThe Livestock Operations Act requires new and some expanding livestock operations and operations repopulating after vacancies of two years or more to become licensed to ensure that these are properly sited, that the manure facility is properly designed and constructed, and that the manure is managed in an agronomic and environmentally sound manner.\n']","['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],17
1544,['Limestone Program'],[],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/limestone/'],['\nThe Limestone Program provides financial assistance for the purchase of agricultural limestone to enhance soil productivity.\n'],"['\nGovernment Newfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n\nAgrLimestoneProgram@gov.nl.ca.\n\n1-709-637-2564\n'],17
1545,['Limestone Trucking Assistance Program'],[],[],['https://novascotia.ca/programs/limestone-trucking-assistance/'],['\nThe Limestone Trucking Assistance program aims to help Nova Scotia farms defray the cost of trucking limestone to give equal opportunity neutralizing the acidity of the soil on agricultural land and improve production efficiencies.\n'],['\nNova Scotia Department of Agriculture\n'],['\n\nprm@novascotia.ca\n\n1-902-893-7579\n1-902-893-6377\n1-866-844-4276\n'],17
1546,['Line of Credit'],[],[],['https://www.fadq.qc.ca/en/line-of-credit/description/'],['\nOffers lines of credit that can help you meet financing needs for your operating expenses.\n'],['\nLa Financière agricole du Québec\n'],"['\nHead Office\n1400, boulevard Guillaume-Couture Lévis QC, Canada G6W 8K7\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n1-418-833-3871\n1-418-838-5602\n1-800-749-3646\n']",17
1547,['Livestock'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/index.html'],"['\nThe links provide Ontario livestock producers with relevant information on nutrition, business management, marketing, production and breeding with Ontario specific recommendations.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\n\n1-877-424-1300\n'],17
1548,['Livestock'],['Guides/Information'],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/livestock'],"['\nTimely information on livestock production on a range of commodities (cattle, dairy, hogs, poultry, and more).\n']",['\nSaskatchewan Ministry of Agriculture\n'],['\n\naginfo@gov.sk.ca\n\n1-306-694-3938\n1-866-457-2377\n'],17
1549,['Livestock Access to Watercourses'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/08-013.htm'],"['This Factsheet explores the effect of livestock access to watercourses on water quality, animal performance, grazing management options, public image and regulations.']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],17
1550,['Livestock Community Sales Act'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/inspection/ahw/lscsa-title.htm'],['\nThe\xa0Livestock Community Sales Act\xa0and\xa0Regulation 729\xa0provides for the licensing of community sales of consigned livestock in Ontario.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1551,['Livestock Decision Making Tools'],[],[],['https://www.agriculture.alberta.ca/app21/ldcalc?calcId=105'],['\nA collection of planning tools to help members of the agriculture industry make decisions surrounding livestock.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1552,['Livestock Development'],[],[],['http://www2.gnb.ca/content/gnb/en/services/services_renderer.9735.Livestock_Development.html'],"['\nThe objective of Livestock Development is to maximize the total development and prosperity of the livestock (dairy, beef, swine, sheep and specialty livestock), poultry (chicken, turkey, and egg) and fur industries in New Brunswick.\n']","['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],17
1553,['Livestock Diseases'],['Guides/Information'],[],['https://yukon.ca/en/livestock-health#livestock-diseases'],['\nDiseases change over time and new diseases can emerge. It’s important for veterinarians and livestock owners in Yukon to stay up to date on livestock health news.\n'],"['\nGovernment of Yukon, Agriculture Branch\n']",['\n\nagriculture@gov.yk.ca\n\n1-867-393-6222\n1-867-667-5838\n'],17
1554,['Livestock Feeds'],['Guides/Information'],[' Across Canada '],['https://inspection.gc.ca/animals/feeds/eng/1299157225486/1320536661238'],['\nProvides information about livestock feeds.\n'],['\nCanadian Food Inspection Agency (CFIA)\n'],"['\n1400 Merivale Road, Ottawa, ON, K1A 0Y9\n613-773-2342\n1-800-442-2342\n1-800-465-7735\n']",17
1555,['Livestock Health Handbooks and Workshops'],['Guides/Information'],[],['https://yukon.ca/en/livestock-health#livestock-health-handbooks-and-workshops'],"['\nHandbooks for poultry, swine and cattle will help you improve the health of your herds and flocks\n']","['\nGovernment of Yukon, Agriculture Branch\n']",['\n1-867-667-5600\n1-800-661-0408\n\nanimalhealth@gov.yk.ca\n\n'],17
1556,['Livestock Incentive Loan Program'],[],[],['https://www2.gnb.ca/content/gnb/en/services/services_renderer.200820.Livestock_Incentive_Loan_Program.html'],['\nThe Department may guarantee loans to financial institutions for farmers purchasing and raising livestock.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\nIndustry Financial Programs (Branch)\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-2185\n'],17
1557,['Livestock Insurance Program'],[],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/animals/livestock/insurance/'],"['\nProvides insurance to compensate Newfoundland and Labrador producers for the death or injury of sheep, goats, dairy cattle or beef cattle caused by dogs or other predators.\n']","['\nGovernment Newfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\nAgriculture Busines Development Division\n1-709-637-2589\n1-709-637-2077\n'],17
1558,['Livestock Management'],['Guides/Information'],[],['https://www.alberta.ca/livestock-management.aspx'],"['\nGuidelines and resources for livestock nutrition, water supply, traceability and mortality management.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],17
1559,['Livestock Markets Association of Canada'],[],[' Across Canada '],['https://lmacmarkets.com/'],['\nPromoting the selling of livestock by public auction and to be a united voice to the Federal and Provincial Governments on issues affecting Auction Markets in Canada.\n'],['\nLivestock Markets Association of Canada\n'],['\n204-748-7676\n204-748- 2638\n\nrickwright.lmac@gmail.com\n\n\nhttps://lmacmarkets.com/contact/\n\n'],17
1560,['Livestock Medicines Education Program'],[],[],['https://bdc.ridgetownc.com/takecourse/livestock-courses/livestock-medicine-education-program/'],"['\nThis course is designed for practical application for producers of dairy, beef, sheep & goat and equine farms.\n']",['\nUniversity of Guelph Ridgetown Campus\n'],['\n\nrcabc@uoguelph.ca\n\n1-877-480-9992\n'],17
1561,['Livestock Mortality Management'],['Guides/Information'],[],['https://www.alberta.ca/livestock-mortality-management.aspx'],['\nInformation and resources for livestock owners about mortality disposal.\n'],['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],17
1562,['Livestock Price Insurance Program'],[],[],['https://lpi.ca/'],['\nThe program provides producers with protection against an unexpected drop in prices\xa0on cattle and hogs\xa0over a defined period of time.\n'],['\nLivestock Price Insurance Program\n'],"['\nBC Producers\n\nAgriServiceBC@gov.bc.ca\n\n1-844-782-5747\n\nhttps://www2.gov.bc.ca/gov/content/industry/agriservice-bc/agriservice-connect\n\n', '\nSK Producers\n1-888-935-0000\n\nhttps://www.scic.ca/contact-us/\n\n', '\nMB Producers\n1-844-782-5747\n\nhttps://www.gov.mb.ca/agriculture/contact/index.html\n\n', '\nAB Producers\n1-877-899-2372\n\ninfo@wlpip.ca\n\n\nhttp://www.saskcropinsurance.com/contact-us/\n\n']",17
1563,['Livestock Production and Air Quality'],['Guides/Information'],[],['https://www.alberta.ca/livestock-production-and-air-quality.aspx'],['\nInformation resources to help Alberta farmers minimize airborne emissions from livestock operations.\n'],['\nAlberta Department of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1564,['Livestock Relocation'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/business-market-development/emergency-management/livestock-relocation'],['\nThe B.C. government has developed a Livestock Relocation Factsheet to assist and support producers in being as prepared as possible during emergencies.\n'],['\nBC Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],17
1565,['Livestock Research Innovation Corporation'],[],[' Across Canada '],['http://www.livestockresearch.ca/'],"['\nLRIC provides members with an end to end research process; communication of research in livestock production, a head start by identifying and initiating work on emerging issues, while fostering the innovation needed for success.\n']",['\nLivestock Research Innovation Corporation\n'],['\n\ninfo@livestockresearch.ca\n\n519-766-5464\n\nhttp://www.livestockresearch.ca/contact-us/\n\n'],17
1566,['Livestock Statistics'],[],[],['https://www.alberta.ca/livestock-statistics.aspx'],"['\nIssues and trends for the agriculture and agri-food industries, including the Weekly Livestock Market Review.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n1-403-742-7901\n310-3276\n\naginfocentre@gov.ab.ca\n\n'],17
1567,['Livestock Statistics'],[],[],['https://www.gov.mb.ca/agriculture/markets-and-statistics/livestock-statistics/index.html'],"['\nProvides current market reports, short and long-term outlook and analysis of the livestock industry.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n\nhttps://www.gov.mb.ca/agriculture/contact/index.html\n\n\nindustryintelligence@gov.mb.ca\n\n'],17
1568,['Livestock Statistics'],[],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/market-and-trade-statistics/livestock-statistics'],['\nFind information and statistical data on livestock production and prices in Saskatchewan.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3938\n1-866-457-2377\n'],17
1569,['Livestock Statistics'],[],[],['https://www.gov.nl.ca/ffa/marketing-and-statistics/agriculture/livestock/'],"[""\nLearn more about Newfoundland and Labrador's marketing studies and product statistics.\n""]","['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n1-709-637-2586\n1-709-637-2081\n'],17
1570,['Livestock Tag Reader Rebate'],[],[],['https://bctraceability.ca/livestock-tag-reader#d6011450-2cfb-40d8-bf8f-841013c9c795'],['\nThe Traceability Adoption program includes a Livestock Tag Reader Rebate subprogram which offers a rebate to livestock operators who purchase and install approved tag readers.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n1-604-484-3490\n\nbctraceability@ca.pwc.com\n\n'],17
1571,['Livestock Tax Deferral Plan'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/drought-watch-and-agroclimate/livestock-tax-deferral-provision'],"['\nProvides income tax deferrals to farmers who have been forced to sell all or part of their breeding livestock herd due to drought or excess moisture and flood conditions, in order for those farmers to use the deferred amounts to replenish their herds in the following taxation year.\xa0\n']",['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.taxdeferral-reportdelimpot.aac@agr.gc.ca\n\n'],17
1572,['Livestock Traceability'],['Guides/Information'],[],['https://www.alberta.ca/livestock-traceability.aspx'],"['\nTraceability in Alberta relies on 3 fundamental pillars of premises identification, animal identification and animal movement.\n']",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1573,['Livestock Veterinary Innovation Initiative'],[],[],['https://adaptcouncil.org/program/lvii'],"['\nThe Livestock Veterinary Innovation Initiative (the Initiative) is aimed at supporting innovative approaches to increase delivery options of veterinary care to livestock farmers, particularly in Underserviced Areas to support animal health, the livestock agri-food sector and the strength of our food supply.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-519-822-7554\n1-519-822-6248\n\ninfo@adaptcouncil.org\n\n'],17
1574,['Livestock Waste Tissue Initiative'],[],[],['https://iafbc.ca/livestock-waste-tissue-initiative/'],['\nThe Livestock Waste Tissue Initiative supports local governments in developing emergency response plans for livestock disposal in the event of a disease outbreak or other natural disaster.\n'],['\nBritish Columbia Ministry of Agriculture\n'],['\n1-250-940-6150\n1-250-953-5162\n\nfunding@iafbc.ca\n\n\nhttps://iafbc.ca/iaf-team/\n\n'],17
1575,['Livestock Watering'],['Guides/Information'],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/agriculture-and-water/livestock-watering'],['\nManaging water quality should be as important as the feed source and ration planning in any livestock management program.\n'],['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n1-613-773-1081\n\naafc.info.aac@agr.gc.ca\n\n'],17
1576,['Livestock Watering Systems for Pasture'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/livestock/cattle/pasture.html'],['\nInformation on livestock watering systems for pasture.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],17
1577,['Livestock and Animals'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/topic/livestock-and-animals'],['\nInformation on livestock on Prince Edward Island.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n'],17
1578,['Livestock and Crops'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/topic/livestock-and-crops'],['\nInformation on livestock and crops\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n'],17
1579,['Livestock and Forage Centre of Excellence at the University of Saskatchewan'],[],[],['https://lfce.usask.ca/'],"['\nUses science and field laboratories to develop research, teaching and tech programs.\n']",['\nLivestock and Forage Centre of Excellence at the University of Saskatchewan\n'],"['\n\nlana.haight@usask.ca\n\n', '\nLana Haight\n6D32 - 51 Campus Drive Saskatoon, SK S7N 5A8 Canada Office: 6D32 AGRIC\n1-306-966-1934\n']",17
1580,['Livestock and Poultry Premises Identification (PEI)'],[],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-fisheries/livestock-and-poultry-premises-identification-pei'],"['\nIf you own any parcel of land in PEI that is used to keep (raise or assemble), grow or dispose of animals, you must register with the Prince Edward Island\xa0Premises Identification Program.\xa0There is no cost to register your premises.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n\nPEIPID@gov.pe.ca\n\n1-902-368-5654\n1-866-734-3276\n'],17
1581,['Livestock and the Environment'],['Guides/Information'],[],['http://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/livestock/livestock-and-the-environment'],"['\nFind information on handling animal mortalities, manure spills and other environmental livestock procedures.\n']",['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3938\n1-866-457-2377\n'],17
1582,['Llama Canada'],[],[' Across Canada '],['https://www.llamacanada.com/'],['\nPromotes marketing projects and awareness activities to increase the exposure of llamas.\n'],['\nLlama Canada\n'],"['\nPO Box 31032 Edmonton, AB T5Z 3P3\n1-587-459-6709\n1-800-717-5262\n1-888-379-7326\n\ninfo@llamacanada.com\n\n']",17
1583,['Loan Guarantee Programs for Farmers'],[],[],['http://www.omafra.gov.on.ca/english/busdev/facts/loanguaranteeprogram.htm'],['\nList of loan guarantee programs for farmers.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],17
1584,['Loan Guarantees'],[],[],['https://www.masc.mb.ca/masc.nsf/program_loan_guarantees.html'],"['\nProvides agricultural producers with opportunities to develop and expand their operations, by encouraging financing that the private sector generally considers to be higher risk.\n']",['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagaction@gov.mb.ca\n\n'],17
1585,['Loans and Incentives'],[],[],['https://www.princeedwardisland.ca/en/topic/loans-and-incentives'],['\nInformation about financing for an Island business requiring a short-term loan or capital investment support. Also find more about rebates for specific business and industry activities and projects.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n\nlormackinnon@gov.pe.ca\n\n'],17
1586,['Lobster Council of Canada'],[],[' Across Canada '],['http://lobstercouncilcanada.ca/'],['\nWorks to sustainably enhance the value of the Canadian lobster sector.\n'],['\nLobster Council of Canada\n'],"['\nGeoff Irvine\n35 Parkhill Road, Halifax, NS, B3P 1R4\n1-902-497-9128\n\ngeoff.irvine@lobstercouncilcanada.ca\n\n']",17
1587,['Local Food'],[],[],['http://www.manitoba.ca/agriculture/local-food/index.html'],"['\nThis section can help you learn about local farmers and processors, and the delicious, healthy foods they produce.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n1-844-769-6224\n\nagriculture@gov.mb.ca\n\n\nhttp://www.manitoba.ca/agriculture/contact/index.html\n\n'],17
1588,['Local Food Council'],[],[],['https://www.alberta.ca/local-food-council.aspx'],"[""\nThe Local Food Council brings together leaders from the local food industry to help guide Alberta's future in the local food sector.\n""]",['\nAlberta Ministry of Agriculture and Forestry\n'],['\nAg-Info Centre\n\naginfocentre@gov.ab.ca\n\n1-403-742-7901\n310-3276\n'],17
1589,['Local Food Infrastructure Fund'],[],[' Across Canada '],['https://agriculture.agr.gc.ca/en/agricultural-programs-and-services/local-food-infrastructure-fund'],"['\nThe Local Food Infrastructure Fund has two streams (Infrastructure and Equipment Improvement Projects and Projects to Strengthen Local Food Systems) that aims to strengthen food systems to be resilient, integrated and sustainable, and to facilitate access to safe and nutritious food, primarily for the less privileged.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-877-246-4682\n1-613-773-2600\n1-877-949-4885\n\naafc.foodprograms-programmesalimentaires.aac@agr.gc.ca\n\n'],17
1590,['Local Food Strategy of Yukon'],['Guides/Information'],[],['https://yukon.ca/en/local-food-strategy-yukon'],['\nThe Government of Yukon has released the Local Food Strategy for Yukon: Encouraging the Production and Consumption of Yukon-Grown Food 2016-2021.\n'],"['\nGovernment of Yukon, Agriculture Branch\n']",['\n\nagriculture@gov.yk.ca\n\n1-867-393-6222\n1-867-667-5838\n1-800-661-0408\n'],17
