,programTitle,infoCat,region,url,description,organization,contact,page
2377,['Specialty Crops'],['Guides/Information'],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/crops-and-irrigation/field-crops/specialty-crops'],['\nOverviews of various specialty crops grown in Saskatchewan along with production and marketing information.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-866-457-2377\n1-306-694-3938\n'],26
2378,['Species At Risk Partnership on Agricultural Lands'],[],[],['https://www.mhhc.mb.ca/our-programs/species-at-risk/'],"['\nProvides farmers with new opportunities, and funding, to create and enhance species at risk habitat on their lands.\n']",['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Habitat Heritage Corporation\n1-204-784-4350\n1-204-784-4359\n\ninfo@mhhc.mb.ca\n\n'],26
2379,['Spirits Canada'],[],[' Across Canada '],['http://www.spiritscanada.ca/'],"['\nRepresents the spirit industry in Canada, and encourages responsible consumption of alcohol.\n']",['\nSpirits Canada\n'],"['\nSuite 8-C, 219 Dufferin Street Toronto, ON, M6K 1Y9\n1-416-626-0100\n\ninfo@spiritscanada.ca\n\n']",26
2380,['Spontaneous Combustion and Hay Fires'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/dairy/facts/hayfires.htm'],['\nInformation on spontaneous combustion and hay fires.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2381,['Spotted Tentiform Leafminer'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/spotted-tentiform-leafminer.html'],['\nInformation on Spotted Tentiform Leafminer in apples.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2382,['Spotted Wing Drosophila in Ontario'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/insects/drosophila.html'],['\nSpotted wing drosophila (SWD) is an invasive vinegar fly that has the potential to cause extensive damage to many fruit crops\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2383,['Spring Wheat Production and Management'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/crops/crop-management/spring-wheat.html'],"['\nProvides advice on field selection, seeding, fertilizer, weeds and harvesting.\n']",['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Agriculture Office\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],26
2384,['Sprout Inhibitors'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/potatoes/sprout_inhibitors.html'],['\nSprout inhibitors provide a means of keeping potatoes in good condition for the late fresh or processing markets.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],26
2385,['Sprouted Wheat for Pigs'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/swine/facts/info_n_sproutedwheat.htm'],['\nInformation on sprouted wheat for pigs.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2386,['Spud Smart'],['Guides/Information'],[' Across Canada '],['http://spudsmart.com/'],"['\nProvides information on pest and disease control, gene silencing and other innovative breeding techniques, sustainability, sensible business techniques and promoting the health benefits of potatoes.\n']",['\nSpud Smart\n'],['\n\nkbelanger@issuesink.com\n\n\nhttps://spudsmart.com/contact/\n\n'],26
2387,['Squeal On Pigs'],[],[],['https://squealonpigsmb.org/'],"['\nWild pigs pose a threat to rural Manitoba. They contaminate water sources, damage natural habitats and farm crops, and can spread up to 89 different diseases to commercial and small-scale livestock.\n']",['\nManitoba Agriculture\n'],['\n1-833-776-8744\n\nwildlife@gov.mb.ca\n\n'],26
2388,['St. John’s Research and Development Centre'],[],[],['https://profils-profiles.science.gc.ca/en/research-centre/st-johns-research-and-development-centre'],"['\nThe Centre undertakes research in two areas, primary Production Agriculture with a focus on berries, and on forage, and cereal crops that support the dairy value chain and environmental stewardship through the improved performance of production systems in the fragile boreal environment.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.stjohnsrdc-crdstjohns.aac@agr.gc.ca\n\n1-709-793-3186\n1-613-773-2600\n'],26
2389,['Stabilization Insurance'],[],[],['https://www.fadq.qc.ca/en/stabilization-insurance/description/'],"['\nComplementary to the AgriStability and AgriInvest programs, ASRA pays compensation when a product’s average selling price is lower than the stabilized income.\n']",['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],26
2390,['Staff in Agricultural Land Use Planning'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/landuse/staff.htm'],"['\nThe Agricultural Land Use Policy team helps residents, municipalities and other governments, and consultants\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2391,['Standards Council of Canada'],[],[' Across Canada '],['https://www.scc.ca/'],['\nFacilitates the development and use of national and international standards and accreditation services.\n'],['\nStandards Council of Canada\n'],"['\n600-55 Metcalfe Street, Ottawa, ON, K1P 6L5\n1-613-238-3222\n1-613-569-7808\n\ninfo@scc.ca\n\n']",26
2392,['Starting A Food Selling Business'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/business-development/food-selling.htm'],['\nInformation on food selling business in Ontario\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2393,['Starting Commercial Berry Production'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/comm_berr.htm'],['\nBasic Considerations\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],26
2394,['Starting a Commercial Greenhouse Bedding Plant Operation in Manitoba'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/crops/crop-management/commercial-bedding-plant-operation.html'],['\nThe majority of greenhouses in Manitoba operate on a seasonal basis usually from February-March to September\n'],['\nManitoba Agriculture and Resource Development\n'],['\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],26
2395,['Starting a Farm in Northern Ontario Business Information Bundle'],[],[],['http://www.omafra.gov.on.ca/english/northernagrifood/ed.htm'],['\nThe Starting a Farm in Northern Ontario online course was developed for those interested in starting their own farm in Northern Ontario.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],26
2396,['Starting a Farm in Ontario - Business Information Bundle for New Farmers'],['Guides/Information'],[],['http://omafra.gov.on.ca/english/busdev/newentrant/newent.htm'],"['\nWhether you currently own farmland or are looking to purchase, rent or lease acreage, starting a new farm business requires planning. The Ontario Ministry of Agriculture, Food and Rural Affairs has numerous resources gathered in this one location for your convenience.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\xa0\n\n1-877-424-1300\n'],26
2397,['Starting a Farm in Prince Edward Island'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/information/agriculture-and-fisheries/starting-farm-prince-edward-island'],"['\nThis convenient agricultural resource outlines the support, training and services offered to help new and transitioning farmers create a profitable and sustainable farm business.\n']",['\n               Prince Edward Island Department of Agriculture and Land\n               \n            '],"['\n1-902-368-4857\n1-902-368-4880\n', '\n\nDeptAgLand@gov.pe.ca\n\n1-866-734-3276\n']",26
2398,['Starting a Food Business'],[],[],['https://www.gov.mb.ca/agriculture/food-and-ag-processing/starting-a-food-business/index.html'],"['\nThe Food and Agri-Product Processing branch (FAPP) provides services to entrepreneurs, food processors and organizations to strengthen the competitive position of Manitoba’s agriculture and agri-food industry in the domestic and global marketplace.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n1-844-769-6224\n\nmbagrifood@gov.mb.ca\n\n'],26
2399,['Starting a Food and Beverage Processing Business'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/food/industry/BIB/welcome.htm'],"['\nInformation and services to help you start, operate and grow a food and beverage manufacturing business.\n']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n'],26
2400,['Starting a New Farm'],[],[],['https://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/business-market-development/agrifood-business-management/starting-a-new-farm'],"['\nMany programs and services are available to assist new farmers in starting their business venture, including advisory services, workshops, seminars and analytical tools.\xa0\n']",['\nBritish Columbia Ministry of Agriculture\n'],['\n\nAgriServiceBC@gov.bc.ca\n\n1-888-221-7141\n'],27
2401,['Starting an Organic Farm'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/09-073.htm'],['\nThis factsheet discusses things to consider before making the transition to organic.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2402,['Statistics Tables'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/markets-and-statistics/statistics-tables/index.html'],"['\nProvides information of perspectives on prices, farm production, income, the number and types of farms, population, capital investments and production inputs\n']",['\nManitoba Agriculture and Resource Development\n'],['\nManitoba Agriculture Office\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],27
2403,['Status of ongoing avian influenza response by province'],[],[' Across Canada '],['https://inspection.canada.ca/animal-health/terrestrial-animals/diseases/reportable/avian-influenza/hpai-in-canada/status-of-ongoing-avian-influenza-response-by-prov/eng/1640207916497/1640207916934'],['\nThe Canadian Food Inspection Agency (CFIA) has advised the World Organisation for Animal Health (OIE) of the confirmed presence of H5N1 highly pathogenic avian influenza (HPAI) in Canada.\n'],['\nCanadian Food Inspection Agency (CFIA)\n'],['\n1-613-773-2342\n1-800-442-2342\n\nhttps://www.inspection.gc.ca/about-cfia/contact-us/eng/1546627816321/1546627838025\n\n'],27
2404,"['Step-by-Step Guide to Successful Trade Show Preparation, Delivery and Follow-Up']",[],[' Across Canada '],['https://agriculture.canada.ca/en/international-trade/trade-show-service/step-step-guide-successful-trade-show-preparation-delivery-and-follow'],"['\nTrade shows allow companies to interact and forge new partnerships with a diverse group of potential buyers and clients, all within one location.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-855-773-0241\n1-613-773-2600\n\naafc.mas-sam.aac@canada.ca\n\n'],27
2405,['Stewardship'],[],[],['http://www2.gnb.ca/content/gnb/en/departments/10/services/services_renderer.15236.Stewardship.html'],['\nThe objective of Stewardship is to create and coordinate strategies and initiatives to reduce the impacts of agriculture on the environment and to support the total development and sustainability of the agriculture industry in New Brunswick.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7406\n1-506-453-2109\n1-888-622-4742\n'],27
2406,['Stink Bugs'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/IPM/english/apples/insects/stink-bugs.html'],['\nInformation on stink bugs and apples.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2407,['Stocker Loans'],[],[],['https://www.masc.mb.ca/masc.nsf/program_stocker_loans.html'],"['\nProvides short-term financing for producers who purchase feeder cattle and lambs, or retain owned calves and lambs for feeding.\n']",['\nManitoba Agricultural Services Corporation\n'],['\n\nmailbox@masc.mb.ca\n\n204-726-6850\n'],27
2408,['Stockpiling Perennial Forages for Fall and Winter Beef Cow Grazing'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/99-009.htm'],['\nA factsheet on stockpiling perennial forages for grazing in fall and winter.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2409,['Stockpiling to Lengthen Beef Cow Grazing Season'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/beef/facts/info_christmasgrazing.htm'],['\nInformation on stockpiling to lengthen grazing season\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2410,['Strategic Field Program'],[],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/canadian-agricultural-partnership-cap/science-research-and-innovation/strategic-field-program'],['\nThe Strategic Field Program offers funding for rigorous field level demonstrations and/or the evaluation of targeted practices and technologies.\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\nAgriculture Research Branch\n1-306-787-6566\n'],27
2411,['Strategic Industry Growth Initiative Program'],[],[],['https://www.princeedwardisland.ca/en/information/strategic-industry-growth-initiative-program'],"['\nProvides support to agri-business projects to increase competitiveness, productivity or profitability through development and commercialization of food products on PEI.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n\nSIGI@gov.pe.ca\n\n1-902-368-4857\n1-902-368-4880\n1-866-734-3276\n'],27
2412,['Strategic Innovation Fund'],[],[' Across Canada '],['https://www.ic.gc.ca/eic/site/125.nsf/eng/home'],"[""\nThe Strategic Innovation Fund (SIF) provides repayable and non-repayable contributions and is available to firms of all sizes across all of Canada's industrial and technology sectors.\xa0\n""]",['\nGovernment of Canada\n'],"['\n\nic.sifintegrationteam-equipeintegration-fsi.ic@canada.ca\n\n\nhttp://www.ic.gc.ca/eic/site/icgc.nsf/eng/h_07026.html#240\n\n', '\n1-343-291-1913\n1-613-954-5031\n1-800-328-6189\n1-866-694-8389\n']",27
2413,['Strategic Investments in Northern Economic Development (SINED)'],[],[],['https://www.cannor.gc.ca/eng/1533563321657/1533563353709'],"['\nSINED supports projects that increase northern economic growth and diversification, support innovation and capacity development, and create jobs for Indigenous and non-Indigenous Northerners.\n']",['\nGovernment of Canada\n'],"['\n\nCanNor.InfoNorth.InfoNord.CanNor@canada.ca\n\n1-855-897-2667\n', '\nCanNor, Nunavut Region\n\necdevnunavut@cannor.gc.ca\n\n1-867-975-3740\n1-867-975-3757\n', '\nCanNor, Northwest Territories Region\n\nCanNor.NWTecdev.CanNor@canada.ca\n\n1-867-766-8401\n1-867-669-2750\n', '\nCanNor, Yukon Region\n\nCanNor.YTinfo.CanNor@canada.ca\n\n1-867-667-3945\n1-867-667-3346\n']",27
2414,['Strategic Research Initiative'],[],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/canadian-agricultural-partnership-cap/science-research-and-innovation/strategic-research-initiative'],"['\nProvides targeted funding to advance strategic priorities within the industry, with the goal to address complex challenges facing the industry.\xa0\n']",['\nMinistry of Agricuture - Saskatchewan\n'],['\nAgriculture Research Branch\n1-306-787-6566\n'],27
2415,['Strategic Research Program (SRP)'],[],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/agricultural-research-programs/intellectual-capacity/strategic-research-program'],['\nThe Ministry has committed to provide funding for the salaries and benefits of the Strategic Research Program (SRP) chairs for a five-year period.\xa0\n'],['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-787-2654\n1-306-787-6566\n'],27
2416,['Strategic Research and Development Grant Program'],[],[],['https://www.alberta.ca/strategic-research-and-development-grant-program.aspx'],"[""\nProvides targeted grant assistance for entities involved in Alberta's crop and livestock industries.\n""]",['\nAlberta Ministry of Agriculture and Forestry\n'],['\n\nresearch@rdar.ca\n\n1-780-427-1057\n1-403-350-5424\n'],27
2417,['Straw as a Roughage Source for Beef Cattle'],['Guides/Information'],[],['https://www.saskatchewan.ca/business/agriculture-natural-resources-and-industry/agribusiness-farmers-and-ranchers/livestock/cattle-poultry-and-other-livestock/cattle/straw-roughage-source'],"[""\nStraw is a roughage feed that can be used effectively in any beef cow wintering program, although additional energy and protein need to be fed to avoid impaction and ensure the animal's requirements are met.\n""]",['\nSaskatchewan Ministry of Agriculture\n'],['\n1-306-694-3727\n1-866-457-2377\n1-306-694-3938\n'],27
2418,['Straw as an Alternative Roughage Source for Wintering Beef Cows'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/livestock/beef/straw-as-an-alternative-roughage-source-for-wintering-beef-cows.html'],"['\nWhen hay supplies are low, differing options for wintering the cow herd have to be considered. Straw can be used extensively as winter feed if energy, protein, mineral and vitamin requirements are met.\n']",['\nManitoba Agriculture\n'],['\n1-844-769-6224\n\nagaction@gov.mb.ca\n\n'],27
2419,['Strawberries'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/strawberries.html'],['\nHome garden cultural guide for strawberries.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],27
2420,['Strawberries'],['Guides/Information'],[],['https://www.gov.nl.ca/ffa/programs-and-funding/programs/plants/berries/strawberry/'],['\nInformation on strawberries in Newfoundland and Labrador.\n'],"['\nNewfoundland and Labrador, Department of Fisheries, Forestry and Agriculture\n']",['\n1-709-637-2586\n1-709-637-2081\n'],27
2421,['Strawberries for Home Gardens'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/hgstrawb.htm'],['\nInformation on Strawberries for Home Gardens\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2422,['Strawberry Aphids and Their Management in Ontario Strawberry Farms'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/staphid_control.htm'],['\nInformation on strawberry aphids.\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2423,['Strawberry Pest Identification'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/crops/small_fruits/strawberry_pest.html'],['\nInformation on strawberry pest identification.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],27
2424,['Stream Bank Protection'],['Guides/Information'],[],['http://www2.gnb.ca/content/gnb/en/departments/10/agriculture/content/land_and_environment/environmental_sustainability/stream_bank_protection.html'],['\nStream bank protection is the process of placing material along a bank of a watercourse for the purpose of erosion control to prevent the loss of bank material and property adjacent to the banks of the watercourse.\n'],"['\nNew Brunswick Agriculture, Aquaculture and Fisheries\n']",['\n\nDAAF-MAAP@gnb.ca\n\n1-506-453-7978\n1-506-453-2108\n1-888-622-4742\n'],27
2425,['Strengthening Farming Program'],['Guides/Information'],[],['http://www2.gov.bc.ca/gov/content/industry/agriculture-seafood/agricultural-land-and-environment/strengthening-farming'],['\nPromotes strong working relationships between local and provincial governments and the farming community.\xa0 The program supports fair resolution of land use conflicts and effective community planning for a sustainable agriculture and aquaculture industry in British Columbia.\n'],['\nBC Ministry of Agriculture\n'],['\n\nhttp://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/agriculture-and-seafood/agricultural-land-and-environment/strengthening-farming/agri-team_contacts_2016_sept.pdf\n\n1-604-556-3001\n1-888-221-7141\n'],27
2426,['Stretching Feed When Supplies are Tight'],['Guides/Information'],[],['https://www.gov.mb.ca/agriculture/livestock/beef/stretching-feed-supplies-to-make-it-to-grass-season.html'],"['\nWhen cattle producers face low feed supplies, different options for wintering cows need to be considered.\n']",['\nManitoba Agriculture and Resource Development\n'],['\n1-844-769-6224\n\nARD@gov.mb.ca\n\n'],27
2427,['Submit photo for Celebrate PEI Agriculture Photo Contest'],[],[],['https://www.princeedwardisland.ca/en/service/submit-photo-for-celebrate-pei-agriculture-photo-contest'],['\nOne photo will be selected by popular vote from the category winners during Old Home Week(link is external). The winning photographer will receive a grand prize valued at $500.\n'],['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-368-4880\n1-866-734-3276\n\nDeptAgLand@gov.pe.ca\n\n'],27
2428,"['Subscribe to E-mail Notices, Updates, Blogs and Podcasts']",['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/subscribe/index.html'],"['List of agricultural e-mail notices, updates, blogs and podcasts.']","['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n\nag.info.omafra@ontario.ca\xa0\n\n1-877-424-1300\n'],27
2429,['Summary of Research on Feeding Low Test Weight Corn to Pigs'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/swine/facts/info_n_summary.htm'],['\nSummary of research on feeding low test weight corn to pigs\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2430,['Summer Seeding Forages'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/facts/summer_forages.htm'],['\nInformation on summer seeding forages.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2431,['Summerland Research and Development Centre'],[],[],['https://profils-profiles.science.gc.ca/en/research-centre/summerland-research-and-development-centre'],"['\nThe mission of the Summerland Research Centre is to generate knowledge and technologies to promote sustainable and economically viable production of wholesome foods and novel bioproducts from high-value horticultural crops for local, national and international producers and markets. Summerland is the home of the Canadian Plant Virus Collection which consists of freeze-dried and live viruses maintained in perennial plants.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n\naafc.summerlandrdc-crdsummerland.aac@agr.gc.ca\n\n1-250-494-7711\n1-613-773-2600\n'],27
2432,['Sunscald and Bronzing in Dry Edible Beans'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/crops/weather/bronzinginbeans.htm'],['\nInformation on sun scald and bronzing in dry edible beans\n'],[],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n1-877-424-1300\n\nag.info.omafra@ontario.ca\n\n']",27
2433,['Supplemental Boost For Cows'],['Guides/Information'],[],['http://www.omafra.gov.on.ca/english/livestock/dairy/facts/boost.htm'],['\nInformation on supplemental boost for cows.\xa0\n'],"['\nOntario Ministry of Agriculture, Food and Rural Affairs\n']",['\n1-877-424-1300\n\nag.info.omafra@ontario.ca\xa0\n\n'],27
2434,['Supply Management Processing Investment Fund'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agricultural-programs-and-services/supply-management-processing-investment-fund'],"['\nThe program provides non-repayable contributions to support investments in dairy, poultry, and egg processing facilities that improve productivity and/or efficiency through the purchase of new automated equipment and technology.\n']",['\nAgriculture and Agri-Food Canada\n'],['\n1-877-246-4682\n1-613-773-2600\n\naafc.smpif-fitpgo.aac@agr.gc.ca\n\n'],27
2435,['Support Program for Improving Agroenvironmental Practises and Profitability in the Apple Industry'],[],[],['https://www.fadq.qc.ca/en/support-program-for-improving-agroenvironmental-practises-and-profitability-in-the-apple-industry/'],"['\nThe support program for the apple sector aimed at improving profitability and agri-environmental practices aims to support the development of the apple sector with a view to sustainable development, in complementarity with other government aid offered to this sector.\n']",['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],27
2436,['Support Program for the Eradication of Chronic Wasting Disease in Cervids'],[],[],['https://www.fadq.qc.ca/en/support-program-for-the-eradication-of-chronic-wasting-disease-in-cervids/description/'],['\nThis program offers financial aid to cervid producers affected by the measures taken to eradicate CWD.\n'],['\nLa Financière agricole du Québec\n'],['\n1-800-749-3646\n1-418-833-3871\n\nhttps://www.fadq.qc.ca/en/contact-us/#centre-de-services\n\n'],27
2437,['Support for Biofood Exports'],[],[],['https://www.mapaq.gouv.qc.ca/fr/Transformation/md/programmesliste/developpementmarches/Pages/Soutien-aux-exportations-bioalimentaires.aspx'],['\nSupport for biofood exports (SEB) is aimed at accelerating the development projects of Québec biofood companies outside Quebec.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-800-563-9767\n\nseb@groupexport.ca\n\n'],27
2438,['Support for Conversion to Organic Farming'],[],[],['http://www.mapaq.gouv.qc.ca/fr/Productions/md/programmesliste/agriculturebiologique/Pages/agrbiologique.aspx'],['\nStimulating the development of organic production and the conversion of non-organic farming to organic farming.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-418-380-2110\n1-888-222-6272\n'],27
2439,['Support for Entrepreneurs and Economic Development (SEED)'],[],[],['https://www.iti.gov.nt.ca/en/services/support-entrepreneurs-and-economic-development-seed'],"['\nFinancial support to applicants to start businesses, improve their capacity or skills and help communities expand their economy.\n']","['\nNorthwest Territories Department of Industry, Tourism and Investment\n']","['\nSouth Slave\n1-867-872-8046\n', '\nSahtu\n1-867-587-7171\n', '\nNorth Slave (Yellowknife)\n1-867-767-9212\n', '\nNorth Slave (Behchokǫ̀)\n1-867-392-6119\n', '\nBeaufort Delta\n1-867-777-7196\n', '\nDehcho\n1-867-695-7500\n']",27
2440,['Support for Producers'],['Guides/Information'],[],['https://www.mapaq.gouv.qc.ca/fr/Productions/Agroenvironnement/mesuresappui/Pages/mesuresappui.aspx'],['\nAgri-Environment contributes to the sustainable development of agriculture through its environmentally responsible practices. Tools and support are available to help agricultural producers adopt these practices.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-888-222-6272\n'],27
2441,['Support for the Development of Agriculture and Agri-Food in the Regions'],[],[],['http://www.mapaq.gouv.qc.ca/fr/Productions/md/programmesliste/developpementregional/Pages/appuiagroalimentaireregion.aspx'],['\nThis program supports agri-food enterprise adaptation to a context of market openness and access. It is also aimed at mobilizing local development players around collaborative and collective projects and showcase the economic potential of the biofood industry.\n'],"['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-418-380-2110\n1-888-222-6272\n'],27
2442,['Support for the Development of Reserved Designations and Added-Value Claims'],[],[],['https://www.mapaq.gouv.qc.ca/fr/Transformation/md/programmesliste/developpementmarches/Pages/appuiaudeveloppementappellationsreservees.aspx'],"['\nEfficiently supporting groups or associations of companies in the bio-food sector in the implementation of reserved designation or added-value claim projects and ensuring their sustainability, with a view to contributing to the development of a sector of activity or a region.\n']","['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-418-380-2110\n1-888-222-6272\n\nprogrammes.dmor@mapaq.gouv.qc.ca\n\n'],27
2443,['Support for the Purchase of a First Commercial Fishing Business'],[],[],['https://www.mapaq.gouv.qc.ca/fr/Peche/md/Programmes/Pages/Progachatpremiereentreprisedepeche.aspx'],"['\nThis program provides financial support to promote the acquisition of a first commercial fishing enterprise by fishers, including those of the next generation.\n']","['\nQuebec Ministry of Agriculture, Fisheries and Food\n']",['\n1-888-222-6272\n'],27
2444,['Supporting Business'],['Guides/Information'],[],['https://www.princeedwardisland.ca/en/topic/supporting-business'],"['\nGrowth and diversity of business and industry is the stronghold of the Prince Edward Island economy. Experienced guidance, financial assistance and strategic infrastructure can be available to support entrepreneurship, innovation and global success.\n']",['\nPrince Edward Island Department of Agriculture and Land\n'],['\n1-902-314-1607\n1-866-734-3276\n\nlormackinnon@gov.pe.ca\n\n'],27
